station,year,month,date,filename
2023,01,01,KABR,KABR20230101_004949_V06
2023,01,01,KABR,KABR20230101_005634_V06
2023,01,01,KABR,KABR20230101_005634_V06_MDM
2023,01,01,KABR,KABR20230101_010318_V06
2023,01,01,KABR,KABR20230101_011002_V06
2023,01,01,KABR,KABR20230101_011645_V06
2023,01,01,KABR,KABR20230101_012327_V06
2023,01,01,KABR,KABR20230101_013012_V06
2023,01,01,KABR,KABR20230101_013656_V06
2023,01,01,KABR,KABR20230101_014339_V06
2023,01,01,KABR,KABR20230101_015023_V06
2023,01,01,KABR,KABR20230101_015706_V06
2023,01,01,KABR,KABR20230101_015706_V06_MDM
2023,01,01,KABR,KABR20230101_020349_V06
2023,01,01,KABR,KABR20230101_021033_V06
2023,01,01,KABR,KABR20230101_021715_V06
2023,01,01,KABR,KABR20230101_022359_V06
2023,01,01,KABR,KABR20230101_023042_V06
2023,01,01,KABR,KABR20230101_023725_V06
2023,01,01,KABR,KABR20230101_024407_V06
2023,01,01,KABR,KABR20230101_025050_V06
2023,01,01,KABR,KABR20230101_025734_V06
2023,01,01,KABR,KABR20230101_025734_V06_MDM
2023,01,01,KABR,KABR20230101_030426_V06
2023,01,01,KABR,KABR20230101_031119_V06
2023,01,01,KABR,KABR20230101_031806_V06
2023,01,01,KABR,KABR20230101_032449_V06
2023,01,01,KABR,KABR20230101_033133_V06
2023,01,01,KABR,KABR20230101_033816_V06
2023,01,01,KABR,KABR20230101_034504_V06
2023,01,01,KABR,KABR20230101_035150_V06
2023,01,01,KABR,KABR20230101_035841_V06
2023,01,01,KABR,KABR20230101_035841_V06_MDM
2023,01,01,KABR,KABR20230101_040537_V06
2023,01,01,KABR,KABR20230101_041220_V06
2023,01,01,KABR,KABR20230101_041922_V06
2023,01,01,KABR,KABR20230101_042626_V06
2023,01,01,KABR,KABR20230101_043329_V06
2023,01,01,KABR,KABR20230101_044025_V06
2023,01,01,KABR,KABR20230101_044727_V06
2023,01,01,KABR,KABR20230101_045415_V06
2023,01,01,KABR,KABR20230101_045415_V06_MDM
2023,01,01,KABR,KABR20230101_050107_V06
2023,01,01,KABR,KABR20230101_050809_V06
2023,01,01,KABR,KABR20230101_051455_V06
2023,01,01,KABR,KABR20230101_052147_V06
2023,01,01,KABR,KABR20230101_052835_V06
2023,01,01,KABR,KABR20230101_053523_V06
2023,01,01,KABR,KABR20230101_054210_V06
2023,01,01,KABR,KABR20230101_054906_V06
2023,01,01,KABR,KABR20230101_055553_V06
2023,01,01,KABR,KABR20230101_055553_V06_MDM
2023,01,01,KABR,KABR20230101_060241_V06
2023,01,01,KABR,KABR20230101_060939_V06
2023,01,01,KABR,KABR20230101_061626_V06
2023,01,01,KABR,KABR20230101_062323_V06
2023,01,01,KABR,KABR20230101_063026_V06
2023,01,01,KABR,KABR20230101_063723_V06
2023,01,01,KABR,KABR20230101_064426_V06
2023,01,01,KABR,KABR20230101_065122_V06
2023,01,01,KABR,KABR20230101_065818_V06
2023,01,01,KABR,KABR20230101_065818_V06_MDM
2023,01,01,KABR,KABR20230101_070514_V06
2023,01,01,KABR,KABR20230101_071209_V06
2023,01,01,KABR,KABR20230101_071912_V06
2023,01,01,KABR,KABR20230101_072603_V06
2023,01,01,KABR,KABR20230101_073301_V06
2023,01,01,KABR,KABR20230101_073958_V06
2023,01,01,KABR,KABR20230101_074701_V06
2023,01,01,KABR,KABR20230101_075356_V06
2023,01,01,KABR,KABR20230101_075356_V06_MDM
2023,01,01,KABR,KABR20230101_080053_V06
2023,01,01,KABR,KABR20230101_080750_V06
2023,01,01,KABR,KABR20230101_081445_V06
2023,01,01,KABR,KABR20230101_082141_V06
2023,01,01,KABR,KABR20230101_082838_V06
2023,01,01,KABR,KABR20230101_083530_V06
2023,01,01,KABR,KABR20230101_084226_V06
2023,01,01,KABR,KABR20230101_085030_V06
2023,01,01,KABR,KABR20230101_085721_V06
2023,01,01,KABR,KABR20230101_085721_V06_MDM
2023,01,01,KABR,KABR20230101_090419_V06
2023,01,01,KABR,KABR20230101_091112_V06
2023,01,01,KABR,KABR20230101_091803_V06
2023,01,01,KABR,KABR20230101_092455_V06
2023,01,01,KABR,KABR20230101_093144_V06
2023,01,01,KABR,KABR20230101_093833_V06
2023,01,01,KABR,KABR20230101_094520_V06
2023,01,01,KABR,KABR20230101_095218_V06
2023,01,01,KABR,KABR20230101_095907_V06
2023,01,01,KABR,KABR20230101_095907_V06_MDM
2023,01,01,KABR,KABR20230101_100555_V06
2023,01,01,KABR,KABR20230101_101242_V06
2023,01,01,KABR,KABR20230101_101925_V06
2023,01,01,KABR,KABR20230101_102610_V06
2023,01,01,KABR,KABR20230101_103254_V06
2023,01,01,KABR,KABR20230101_103939_V06
2023,01,01,KABR,KABR20230101_104623_V06
2023,01,01,KABR,KABR20230101_105307_V06
2023,01,01,KABR,KABR20230101_105952_V06
2023,01,01,KABR,KABR20230101_105952_V06_MDM
2023,01,01,KABR,KABR20230101_110635_V06
2023,01,01,KABR,KABR20230101_111319_V06
2023,01,01,KABR,KABR20230101_112002_V06
2023,01,01,KABR,KABR20230101_112646_V06
2023,01,01,KABR,KABR20230101_113331_V06
2023,01,01,KABR,KABR20230101_114020_V06
2023,01,01,KABR,KABR20230101_114709_V06
2023,01,01,KABR,KABR20230101_115356_V06
2023,01,01,KABR,KABR20230101_115356_V06_MDM
2023,01,01,KABR,KABR20230101_120039_V06
2023,01,01,KABR,KABR20230101_120723_V06
2023,01,01,KABR,KABR20230101_121407_V06
2023,01,01,KABR,KABR20230101_122050_V06
2023,01,01,KABR,KABR20230101_122734_V06
2023,01,01,KABR,KABR20230101_123418_V06
2023,01,01,KABR,KABR20230101_124102_V06
2023,01,01,KABR,KABR20230101_124747_V06
2023,01,01,KABR,KABR20230101_125430_V06
2023,01,01,KABR,KABR20230101_125430_V06_MDM
2023,01,01,KABR,KABR20230101_130114_V06
2023,01,01,KABR,KABR20230101_130757_V06
2023,01,01,KABR,KABR20230101_131442_V06
2023,01,01,KABR,KABR20230101_132124_V06
2023,01,01,KABR,KABR20230101_132809_V06
2023,01,01,KABR,KABR20230101_133457_V06
2023,01,01,KABR,KABR20230101_134141_V06
2023,01,01,KABR,KABR20230101_134824_V06
2023,01,01,KABR,KABR20230101_135508_V06
2023,01,01,KABR,KABR20230101_135508_V06_MDM
2023,01,01,KABR,KABR20230101_140152_V06
2023,01,01,KABR,KABR20230101_140837_V06
2023,01,01,KABR,KABR20230101_141522_V06
2023,01,01,KABR,KABR20230101_142205_V06
2023,01,01,KABR,KABR20230101_142849_V06
2023,01,01,KABR,KABR20230101_143532_V06
2023,01,01,KABR,KABR20230101_144217_V06
2023,01,01,KABR,KABR20230101_144900_V06
2023,01,01,KABR,KABR20230101_145552_V06
2023,01,01,KABR,KABR20230101_145552_V06_MDM
2023,01,01,KABR,KABR20230101_150236_V06
2023,01,01,KABR,KABR20230101_150924_V06
2023,01,01,KABR,KABR20230101_151608_V06
2023,01,01,KABR,KABR20230101_152252_V06
2023,01,01,KABR,KABR20230101_152937_V06
2023,01,01,KABR,KABR20230101_153621_V06
2023,01,01,KABR,KABR20230101_154305_V06
2023,01,01,KABR,KABR20230101_154949_V06
2023,01,01,KABR,KABR20230101_155637_V06
2023,01,01,KABR,KABR20230101_155637_V06_MDM
2023,01,01,KABR,KABR20230101_160325_V06
2023,01,01,KABR,KABR20230101_161010_V06
2023,01,01,KABR,KABR20230101_161653_V06
2023,01,01,KABR,KABR20230101_162337_V06
2023,01,01,KABR,KABR20230101_163021_V06
2023,01,01,KABR,KABR20230101_163705_V06
2023,01,01,KABR,KABR20230101_164350_V06
2023,01,01,KABR,KABR20230101_165145_V06
2023,01,01,KABR,KABR20230101_165827_V06
2023,01,01,KABR,KABR20230101_165827_V06_MDM
2023,01,01,KABR,KABR20230101_170520_V06
2023,01,01,KABR,KABR20230101_171209_V06
2023,01,01,KABR,KABR20230101_171857_V06
2023,01,01,KABR,KABR20230101_172544_V06
2023,01,01,KABR,KABR20230101_173233_V06
2023,01,01,KABR,KABR20230101_173922_V06
2023,01,01,KABR,KABR20230101_174606_V06
2023,01,01,KABR,KABR20230101_175249_V06
2023,01,01,KABR,KABR20230101_175934_V06
2023,01,01,KABR,KABR20230101_175934_V06_MDM
2023,01,01,KABR,KABR20230101_180618_V06
2023,01,01,KABR,KABR20230101_181302_V06
2023,01,01,KABR,KABR20230101_181946_V06
2023,01,01,KABR,KABR20230101_182629_V06
2023,01,01,KABR,KABR20230101_183313_V06
2023,01,01,KABR,KABR20230101_184001_V06
2023,01,01,KABR,KABR20230101_184650_V06
2023,01,01,KABR,KABR20230101_185337_V06
2023,01,01,KABR,KABR20230101_185337_V06_MDM
2023,01,01,KABR,KABR20230101_190021_V06
2023,01,01,KABR,KABR20230101_190709_V06
2023,01,01,KABR,KABR20230101_191357_V06
2023,01,01,KABR,KABR20230101_192045_V06
2023,01,01,KABR,KABR20230101_192732_V06
2023,01,01,KABR,KABR20230101_193420_V06
2023,01,01,KABR,KABR20230101_194108_V06
2023,01,01,KABR,KABR20230101_194756_V06
2023,01,01,KABR,KABR20230101_195448_V06
2023,01,01,KABR,KABR20230101_195448_V06_MDM
2023,01,01,KABR,KABR20230101_200133_V06
2023,01,01,KABR,KABR20230101_200817_V06
2023,01,01,KABR,KABR20230101_201501_V06
2023,01,01,KABR,KABR20230101_202144_V06
2023,01,01,KABR,KABR20230101_202828_V06
2023,01,01,KABR,KABR20230101_203513_V06
2023,01,01,KABR,KABR20230101_204157_V06
2023,01,01,KABR,KABR20230101_204841_V06
2023,01,01,KABR,KABR20230101_205526_V06
2023,01,01,KABR,KABR20230101_205526_V06_MDM
2023,01,01,KABR,KABR20230101_210210_V06
2023,01,01,KABR,KABR20230101_210854_V06
2023,01,01,KABR,KABR20230101_211537_V06
2023,01,01,KABR,KABR20230101_212221_V06
2023,01,01,KABR,KABR20230101_212904_V06
2023,01,01,KABR,KABR20230101_213548_V06
2023,01,01,KABR,KABR20230101_214233_V06
2023,01,01,KABR,KABR20230101_214917_V06
2023,01,01,KABR,KABR20230101_215601_V06
2023,01,01,KABR,KABR20230101_215601_V06_MDM
2023,01,01,KABR,KABR20230101_220250_V06
2023,01,01,KABR,KABR20230101_220935_V06
2023,01,01,KABR,KABR20230101_221618_V06
2023,01,01,KABR,KABR20230101_222307_V06
2023,01,01,KABR,KABR20230101_222952_V06
2023,01,01,KABR,KABR20230101_223636_V06
2023,01,01,KABR,KABR20230101_224338_V06
2023,01,01,KABR,KABR20230101_225022_V06
2023,01,01,KABR,KABR20230101_225706_V06
2023,01,01,KABR,KABR20230101_225706_V06_MDM
2023,01,01,KABR,KABR20230101_230350_V06
2023,01,01,KABR,KABR20230101_231034_V06
2023,01,01,KABR,KABR20230101_231724_V06
2023,01,01,KABR,KABR20230101_232407_V06
2023,01,01,KABR,KABR20230101_233056_V06
2023,01,01,KABR,KABR20230101_233744_V06
2023,01,01,KABR,KABR20230101_234426_V06
2023,01,01,KABR,KABR20230101_235109_V06
2023,01,01,KABR,KABR20230101_235757_V06
2023,01,01,KABR,KABR20230101_235757_V06_MDM
2023,01,01,KABX,KABX20230101_000845_V06
2023,01,01,KABX,KABX20230101_001829_V06
2023,01,01,KABX,KABX20230101_002813_V06
2023,01,01,KABX,KABX20230101_003757_V06
2023,01,01,KABX,KABX20230101_004739_V06
2023,01,01,KABX,KABX20230101_005722_V06
2023,01,01,KABX,KABX20230101_005722_V06_MDM
2023,01,01,KABX,KABX20230101_010706_V06
2023,01,01,KABX,KABX20230101_011648_V06
2023,01,01,KABX,KABX20230101_012631_V06
2023,01,01,KABX,KABX20230101_013615_V06
2023,01,01,KABX,KABX20230101_014558_V06
2023,01,01,KABX,KABX20230101_015542_V06
2023,01,01,KABX,KABX20230101_015542_V06_MDM
2023,01,01,KABX,KABX20230101_020526_V06
2023,01,01,KABX,KABX20230101_021509_V06
2023,01,01,KABX,KABX20230101_022452_V06
2023,01,01,KABX,KABX20230101_023435_V06
2023,01,01,KABX,KABX20230101_024541_V06
2023,01,01,KABX,KABX20230101_025523_V06
2023,01,01,KABX,KABX20230101_025523_V06_MDM
2023,01,01,KABX,KABX20230101_030507_V06
2023,01,01,KABX,KABX20230101_031451_V06
2023,01,01,KABX,KABX20230101_032434_V06
2023,01,01,KABX,KABX20230101_033418_V06
2023,01,01,KABX,KABX20230101_034401_V06
2023,01,01,KABX,KABX20230101_035345_V06
2023,01,01,KABX,KABX20230101_035345_V06_MDM
2023,01,01,KABX,KABX20230101_040327_V06
2023,01,01,KABX,KABX20230101_041310_V06
2023,01,01,KABX,KABX20230101_042254_V06
2023,01,01,KABX,KABX20230101_043237_V06
2023,01,01,KABX,KABX20230101_044220_V06
2023,01,01,KABX,KABX20230101_045204_V06
2023,01,01,KABX,KABX20230101_045204_V06_MDM
2023,01,01,KABX,KABX20230101_050147_V06
2023,01,01,KABX,KABX20230101_051130_V06
2023,01,01,KABX,KABX20230101_052113_V06
2023,01,01,KABX,KABX20230101_053056_V06
2023,01,01,KABX,KABX20230101_054038_V06
2023,01,01,KABX,KABX20230101_055021_V06
2023,01,01,KABX,KABX20230101_060004_V06
2023,01,01,KABX,KABX20230101_060004_V06_MDM
2023,01,01,KABX,KABX20230101_060947_V06
2023,01,01,KABX,KABX20230101_061930_V06
2023,01,01,KABX,KABX20230101_062913_V06
2023,01,01,KABX,KABX20230101_063856_V06
2023,01,01,KABX,KABX20230101_064839_V06
2023,01,01,KABX,KABX20230101_065823_V06
2023,01,01,KABX,KABX20230101_065823_V06_MDM
2023,01,01,KABX,KABX20230101_070806_V06
2023,01,01,KABX,KABX20230101_071750_V06
2023,01,01,KABX,KABX20230101_072733_V06
2023,01,01,KABX,KABX20230101_073716_V06
2023,01,01,KABX,KABX20230101_074700_V06
2023,01,01,KABX,KABX20230101_075644_V06
2023,01,01,KABX,KABX20230101_075644_V06_MDM
2023,01,01,KABX,KABX20230101_080627_V06
2023,01,01,KABX,KABX20230101_081611_V06
2023,01,01,KABX,KABX20230101_082555_V06
2023,01,01,KABX,KABX20230101_083538_V06
2023,01,01,KABX,KABX20230101_084521_V06
2023,01,01,KABX,KABX20230101_085505_V06
2023,01,01,KABX,KABX20230101_085505_V06_MDM
2023,01,01,KABX,KABX20230101_090448_V06
2023,01,01,KABX,KABX20230101_091431_V06
2023,01,01,KABX,KABX20230101_092415_V06
2023,01,01,KABX,KABX20230101_093358_V06
2023,01,01,KABX,KABX20230101_094340_V06
2023,01,01,KABX,KABX20230101_095324_V06
2023,01,01,KABX,KABX20230101_095324_V06_MDM
2023,01,01,KABX,KABX20230101_100308_V06
2023,01,01,KABX,KABX20230101_101252_V06
2023,01,01,KABX,KABX20230101_102234_V06
2023,01,01,KABX,KABX20230101_103218_V06
2023,01,01,KABX,KABX20230101_104201_V06
2023,01,01,KABX,KABX20230101_105305_V06
2023,01,01,KABX,KABX20230101_105305_V06_MDM
2023,01,01,KABX,KABX20230101_110248_V06
2023,01,01,KABX,KABX20230101_111232_V06
2023,01,01,KABX,KABX20230101_112214_V06
2023,01,01,KABX,KABX20230101_113158_V06
2023,01,01,KABX,KABX20230101_114142_V06
2023,01,01,KABX,KABX20230101_115125_V06
2023,01,01,KABX,KABX20230101_115125_V06_MDM
2023,01,01,KABX,KABX20230101_120109_V06
2023,01,01,KABX,KABX20230101_121053_V06
2023,01,01,KABX,KABX20230101_122036_V06
2023,01,01,KABX,KABX20230101_123020_V06
2023,01,01,KABX,KABX20230101_124004_V06
2023,01,01,KABX,KABX20230101_124948_V06
2023,01,01,KABX,KABX20230101_125931_V06
2023,01,01,KABX,KABX20230101_125931_V06_MDM
2023,01,01,KABX,KABX20230101_130915_V06
2023,01,01,KABX,KABX20230101_131859_V06
2023,01,01,KABX,KABX20230101_132842_V06
2023,01,01,KABX,KABX20230101_133826_V06
